Message stats for scenario Cisco
sim_time: 86000.0000
1453.0 Cisco
2541.0 Cisco
4028.0 Cisco
4321.0 Cisco
4152.0 Cisco
3842.0 Cisco
3120.0 Cisco
4326.0 Cisco
4749.0 Cisco
2866.0 Cisco
4768.0 Cisco
407.0 Cisco
1708.0 Cisco
4109.0 Cisco
2688.0 Cisco
2939.0 Cisco
4445.0 Cisco
4068.0 Cisco
3443.0 Cisco
4965.0 Cisco
2700.0 Cisco
4601.0 Cisco
8285.0 Cisco
7890.0 Cisco
5920.0 Cisco
3520.0 Cisco
6311.0 Cisco
3783.0 Cisco
4186.0 Cisco
3524.0 Cisco
6389.0 Cisco
6839.0 Cisco
4939.0 Cisco
2139.0 Cisco
10910.0 Cisco
7920.0 Cisco
4240.0 Cisco
2551.0 Cisco
4130.0 Cisco
6819.0 Cisco
5120.0 Cisco
10406.0 Cisco
9018.0 Cisco
9987.0 Cisco
8927.0 Cisco
5408.0 Cisco
10748.0 Cisco
12038.0 Cisco
12278.0 Cisco
6107.0 Cisco
3528.0 Cisco
3678.0 Cisco
11100.0 Cisco
3359.0 Cisco
5509.0 Cisco
12048.0 Cisco
6248.0 Cisco
6062.0 Cisco
12579.0 Cisco
9420.0 Cisco
5459.0 Cisco
8260.0 Cisco
9041.0 Cisco
10364.0 Cisco
5318.0 Cisco
3629.0 Cisco
6059.0 Cisco
12658.0 Cisco
10159.0 Cisco
3819.0 Cisco
1733.0 Cisco
14730.0 Cisco
10778.0 Cisco
1938.0 Cisco
12456.0 Cisco
4068.0 Cisco
14869.0 Cisco
14570.0 Cisco
14889.0 Cisco
6607.0 Cisco
10532.0 Cisco
11634.0 Cisco
8638.0 Cisco
9488.0 Cisco
9589.0 Cisco
3759.0 Cisco
3979.0 Cisco
10590.0 Cisco
2410.0 Cisco
8002.0 Cisco
5109.0 Cisco
5011.0 Cisco
2660.0 Cisco
11732.0 Cisco
5152.0 Cisco
4941.0 Cisco
6962.0 Cisco
18501.0 Cisco
4262.0 Cisco
5341.0 Cisco
6002.0 Cisco
4522.0 Cisco
7891.0 Cisco
3733.0 Cisco
13234.0 Cisco
5535.0 Cisco
10402.0 Cisco
5191.0 Cisco
3611.0 Cisco
8343.0 Cisco
9679.0 Cisco
7226.0 Cisco
10301.0 Cisco
4561.0 Cisco
4853.0 Cisco
10213.0 Cisco
5915.0 Cisco
7816.0 Cisco
5317.0 Cisco
4572.0 Cisco
9073.0 Cisco
11292.0 Cisco
9894.0 Cisco
6433.0 Cisco
22243.0 Cisco
8094.0 Cisco
9856.0 Cisco
9256.0 Cisco
25897.0 Cisco
11518.0 Cisco
12518.0 Cisco
16389.0 Cisco
14980.0 Cisco
18000.0 Cisco
13211.0 Cisco
25091.0 Cisco
15212.0 Cisco
21151.0 Cisco
21201.0 Cisco
27410.0 Cisco
28241.0 Cisco
29843.0 Cisco
32944.0 Cisco
27251.0 Cisco
34719.0 Cisco
37330.0 Cisco
37572.0 Cisco
29141.0 Cisco
33442.0 Cisco
39492.0 Cisco
30134.0 Cisco
31663.0 Cisco
44384.0 Cisco
43187.0 Cisco
37196.0 Cisco
41530.0 Cisco
