Message stats for scenario Info5
sim_time: 86000.0000
441.0 Info5
200.0 Info5
700.0 Info5
30.0 Info5
10.0 Info5
13.0 Info5
1.0 Info5
532.0 Info5
5.0 Info5
3.0 Info5
2070.0 Info5
5.0 Info5
113.0 Info5
1854.0 Info5
2.0 Info5
6.0 Info5
8.0 Info5
9359.0 Info5
14001.0 Info5
38723.0 Info5
46567.0 Info5
39749.0 Info5
49758.0 Info5
45118.0 Info5
49582.0 Info5
41999.0 Info5
47967.0 Info5
43374.0 Info5
47166.0 Info5
46316.0 Info5
45026.0 Info5
37935.0 Info5
50115.0 Info5
45316.0 Info5
51420.0 Info5
42121.0 Info5
38649.0 Info5
45667.0 Info5
40755.0 Info5
49861.0 Info5
39981.0 Info5
40954.0 Info5
48755.0 Info5
43484.0 Info5
42200.0 Info5
39402.0 Info5
39102.0 Info5
37887.0 Info5
39389.0 Info5
45294.0 Info5
37698.0 Info5
44546.0 Info5
44446.0 Info5
45966.0 Info5
39687.0 Info5
37296.0 Info5
47220.0 Info5
52835.0 Info5
37039.0 Info5
50547.0 Info5
45635.0 Info5
42981.0 Info5
48504.0 Info5
46800.0 Info5
45430.0 Info5
40801.0 Info5
40201.0 Info5
38829.0 Info5
39251.0 Info5
50687.0 Info5
47687.0 Info5
44714.0 Info5
50117.0 Info5
49423.0 Info5
50894.0 Info5
43624.0 Info5
42669.0 Info5
52226.0 Info5
40328.0 Info5
49028.0 Info5
53128.0 Info5
57074.0 Info5
54370.0 Info5
45480.0 Info5
53443.0 Info5
54775.0 Info5
48976.0 Info5
48777.0 Info5
51742.0 Info5
47416.0 Info5
55467.0 Info5
45725.0 Info5
51640.0 Info5
47896.0 Info5
50098.0 Info5
51907.0 Info5
44859.0 Info5
44475.0 Info5
50978.0 Info5
54892.0 Info5
49096.0 Info5
51756.0 Info5
48966.0 Info5
50770.0 Info5
50868.0 Info5
59069.0 Info5
56874.0 Info5
49675.0 Info5
61702.0 Info5
46286.0 Info5
46144.0 Info5
57594.0 Info5
48337.0 Info5
59400.0 Info5
50254.0 Info5
63607.0 Info5
53383.0 Info5
56215.0 Info5
59519.0 Info5
58229.0 Info5
55730.0 Info5
57530.0 Info5
59100.0 Info5
58834.0 Info5
76361.0 Info5
66961.0 Info5
