Message stats for scenario MixnetSnWRouter
sim_time: 86000.0000
42824.0 MixnetSnWRouter
51498.0 MixnetSnWRouter
50541.0 MixnetSnWRouter
40843.0 MixnetSnWRouter
44735.0 MixnetSnWRouter
53414.0 MixnetSnWRouter
50040.0 MixnetSnWRouter
45545.0 MixnetSnWRouter
39100.0 MixnetSnWRouter
44980.0 MixnetSnWRouter
41487.0 MixnetSnWRouter
53074.0 MixnetSnWRouter
47906.0 MixnetSnWRouter
42549.0 MixnetSnWRouter
42732.0 MixnetSnWRouter
44700.0 MixnetSnWRouter
43213.0 MixnetSnWRouter
46808.0 MixnetSnWRouter
41536.0 MixnetSnWRouter
50680.0 MixnetSnWRouter
45033.0 MixnetSnWRouter
42657.0 MixnetSnWRouter
47495.0 MixnetSnWRouter
48249.0 MixnetSnWRouter
52911.0 MixnetSnWRouter
40917.0 MixnetSnWRouter
55377.0 MixnetSnWRouter
52594.0 MixnetSnWRouter
45605.0 MixnetSnWRouter
42907.0 MixnetSnWRouter
49448.0 MixnetSnWRouter
46403.0 MixnetSnWRouter
52707.0 MixnetSnWRouter
46574.0 MixnetSnWRouter
55157.0 MixnetSnWRouter
52457.0 MixnetSnWRouter
50249.0 MixnetSnWRouter
55834.0 MixnetSnWRouter
54087.0 MixnetSnWRouter
43617.0 MixnetSnWRouter
42070.0 MixnetSnWRouter
52529.0 MixnetSnWRouter
55470.0 MixnetSnWRouter
49078.0 MixnetSnWRouter
44730.0 MixnetSnWRouter
47105.0 MixnetSnWRouter
49307.0 MixnetSnWRouter
50751.0 MixnetSnWRouter
55042.0 MixnetSnWRouter
60762.0 MixnetSnWRouter
48956.0 MixnetSnWRouter
44861.0 MixnetSnWRouter
55696.0 MixnetSnWRouter
55797.0 MixnetSnWRouter
60405.0 MixnetSnWRouter
60258.0 MixnetSnWRouter
52556.0 MixnetSnWRouter
57202.0 MixnetSnWRouter
50903.0 MixnetSnWRouter
58514.0 MixnetSnWRouter
49136.0 MixnetSnWRouter
56157.0 MixnetSnWRouter
60406.0 MixnetSnWRouter
50176.0 MixnetSnWRouter
55078.0 MixnetSnWRouter
55679.0 MixnetSnWRouter
56502.0 MixnetSnWRouter
53402.0 MixnetSnWRouter
61382.0 MixnetSnWRouter
62945.0 MixnetSnWRouter
64984.0 MixnetSnWRouter
55114.0 MixnetSnWRouter
63580.0 MixnetSnWRouter
60627.0 MixnetSnWRouter
53657.0 MixnetSnWRouter
54079.0 MixnetSnWRouter
60035.0 MixnetSnWRouter
65573.0 MixnetSnWRouter
53536.0 MixnetSnWRouter
61340.0 MixnetSnWRouter
59746.0 MixnetSnWRouter
67667.0 MixnetSnWRouter
51406.0 MixnetSnWRouter
53289.0 MixnetSnWRouter
51694.0 MixnetSnWRouter
53319.0 MixnetSnWRouter
64542.0 MixnetSnWRouter
68221.0 MixnetSnWRouter
55057.0 MixnetSnWRouter
53115.0 MixnetSnWRouter
60589.0 MixnetSnWRouter
64765.0 MixnetSnWRouter
52985.0 MixnetSnWRouter
53465.0 MixnetSnWRouter
55262.0 MixnetSnWRouter
74802.0 MixnetSnWRouter
74347.0 MixnetSnWRouter
72489.0 MixnetSnWRouter
71349.0 MixnetSnWRouter
72455.0 MixnetSnWRouter
81980.0 MixnetSnWRouter
81565.0 MixnetSnWRouter
69591.0 MixnetSnWRouter
69581.0 MixnetSnWRouter
