Message stats for scenario MixnetSnWRouter
sim_time: 86000.0000
2406.0 MixnetSnWRouter
454.0 MixnetSnWRouter
2579.0 MixnetSnWRouter
1223.0 MixnetSnWRouter
2325.0 MixnetSnWRouter
9163.0 MixnetSnWRouter
49978.0 MixnetSnWRouter
41072.0 MixnetSnWRouter
51073.0 MixnetSnWRouter
43411.0 MixnetSnWRouter
48051.0 MixnetSnWRouter
44504.0 MixnetSnWRouter
50842.0 MixnetSnWRouter
42619.0 MixnetSnWRouter
37748.0 MixnetSnWRouter
45085.0 MixnetSnWRouter
53414.0 MixnetSnWRouter
50434.0 MixnetSnWRouter
39934.0 MixnetSnWRouter
47692.0 MixnetSnWRouter
46645.0 MixnetSnWRouter
53681.0 MixnetSnWRouter
40857.0 MixnetSnWRouter
41775.0 MixnetSnWRouter
47888.0 MixnetSnWRouter
42651.0 MixnetSnWRouter
43954.0 MixnetSnWRouter
43329.0 MixnetSnWRouter
42862.0 MixnetSnWRouter
48521.0 MixnetSnWRouter
46222.0 MixnetSnWRouter
52258.0 MixnetSnWRouter
38160.0 MixnetSnWRouter
45617.0 MixnetSnWRouter
38920.0 MixnetSnWRouter
48220.0 MixnetSnWRouter
39593.0 MixnetSnWRouter
55566.0 MixnetSnWRouter
50966.0 MixnetSnWRouter
52913.0 MixnetSnWRouter
48327.0 MixnetSnWRouter
54653.0 MixnetSnWRouter
47875.0 MixnetSnWRouter
50862.0 MixnetSnWRouter
47464.0 MixnetSnWRouter
50735.0 MixnetSnWRouter
49928.0 MixnetSnWRouter
53828.0 MixnetSnWRouter
48555.0 MixnetSnWRouter
52265.0 MixnetSnWRouter
49701.0 MixnetSnWRouter
49744.0 MixnetSnWRouter
42321.0 MixnetSnWRouter
55429.0 MixnetSnWRouter
56031.0 MixnetSnWRouter
57670.0 MixnetSnWRouter
47806.0 MixnetSnWRouter
55030.0 MixnetSnWRouter
55078.0 MixnetSnWRouter
49079.0 MixnetSnWRouter
58580.0 MixnetSnWRouter
47415.0 MixnetSnWRouter
53922.0 MixnetSnWRouter
60762.0 MixnetSnWRouter
53512.0 MixnetSnWRouter
56368.0 MixnetSnWRouter
55696.0 MixnetSnWRouter
47725.0 MixnetSnWRouter
56146.0 MixnetSnWRouter
56995.0 MixnetSnWRouter
57453.0 MixnetSnWRouter
51914.0 MixnetSnWRouter
60307.0 MixnetSnWRouter
46750.0 MixnetSnWRouter
54603.0 MixnetSnWRouter
53276.0 MixnetSnWRouter
49176.0 MixnetSnWRouter
56378.0 MixnetSnWRouter
48753.0 MixnetSnWRouter
53419.0 MixnetSnWRouter
66001.0 MixnetSnWRouter
54917.0 MixnetSnWRouter
55600.0 MixnetSnWRouter
62341.0 MixnetSnWRouter
57786.0 MixnetSnWRouter
56036.0 MixnetSnWRouter
61270.0 MixnetSnWRouter
51694.0 MixnetSnWRouter
52515.0 MixnetSnWRouter
51815.0 MixnetSnWRouter
51115.0 MixnetSnWRouter
52529.0 MixnetSnWRouter
51576.0 MixnetSnWRouter
58257.0 MixnetSnWRouter
54825.0 MixnetSnWRouter
55535.0 MixnetSnWRouter
64406.0 MixnetSnWRouter
56380.0 MixnetSnWRouter
54410.0 MixnetSnWRouter
58439.0 MixnetSnWRouter
68834.0 MixnetSnWRouter
64735.0 MixnetSnWRouter
73454.0 MixnetSnWRouter
65397.0 MixnetSnWRouter
81561.0 MixnetSnWRouter
78862.0 MixnetSnWRouter
