Message stats for scenario MixnetSnWRouter
sim_time: 86000.0000
0.0 MixnetSnWRouter
513.0 MixnetSnWRouter
1415.0 MixnetSnWRouter
917.0 MixnetSnWRouter
820.0 MixnetSnWRouter
1128.0 MixnetSnWRouter
4729.0 MixnetSnWRouter
3149.0 MixnetSnWRouter
2325.0 MixnetSnWRouter
6039.0 MixnetSnWRouter
5659.0 MixnetSnWRouter
4439.0 MixnetSnWRouter
2345.0 MixnetSnWRouter
9164.0 MixnetSnWRouter
10930.0 MixnetSnWRouter
16273.0 MixnetSnWRouter
17366.0 MixnetSnWRouter
27612.0 MixnetSnWRouter
26213.0 MixnetSnWRouter
36694.0 MixnetSnWRouter
40223.0 MixnetSnWRouter
46055.0 MixnetSnWRouter
39334.0 MixnetSnWRouter
40296.0 MixnetSnWRouter
41620.0 MixnetSnWRouter
50707.0 MixnetSnWRouter
41140.0 MixnetSnWRouter
41892.0 MixnetSnWRouter
36292.0 MixnetSnWRouter
35637.0 MixnetSnWRouter
46978.0 MixnetSnWRouter
49189.0 MixnetSnWRouter
49410.0 MixnetSnWRouter
46914.0 MixnetSnWRouter
51431.0 MixnetSnWRouter
36631.0 MixnetSnWRouter
49831.0 MixnetSnWRouter
39930.0 MixnetSnWRouter
35559.0 MixnetSnWRouter
41773.0 MixnetSnWRouter
35774.0 MixnetSnWRouter
50182.0 MixnetSnWRouter
45629.0 MixnetSnWRouter
48229.0 MixnetSnWRouter
43730.0 MixnetSnWRouter
38508.0 MixnetSnWRouter
41313.0 MixnetSnWRouter
51073.0 MixnetSnWRouter
46486.0 MixnetSnWRouter
43018.0 MixnetSnWRouter
39245.0 MixnetSnWRouter
43384.0 MixnetSnWRouter
38184.0 MixnetSnWRouter
36612.0 MixnetSnWRouter
39113.0 MixnetSnWRouter
46246.0 MixnetSnWRouter
43064.0 MixnetSnWRouter
51382.0 MixnetSnWRouter
51588.0 MixnetSnWRouter
35799.0 MixnetSnWRouter
36299.0 MixnetSnWRouter
43000.0 MixnetSnWRouter
40018.0 MixnetSnWRouter
40530.0 MixnetSnWRouter
45967.0 MixnetSnWRouter
39004.0 MixnetSnWRouter
35963.0 MixnetSnWRouter
52134.0 MixnetSnWRouter
40120.0 MixnetSnWRouter
45085.0 MixnetSnWRouter
51866.0 MixnetSnWRouter
52603.0 MixnetSnWRouter
42797.0 MixnetSnWRouter
40997.0 MixnetSnWRouter
44735.0 MixnetSnWRouter
39314.0 MixnetSnWRouter
44967.0 MixnetSnWRouter
50867.0 MixnetSnWRouter
53527.0 MixnetSnWRouter
38645.0 MixnetSnWRouter
42653.0 MixnetSnWRouter
37777.0 MixnetSnWRouter
45592.0 MixnetSnWRouter
46316.0 MixnetSnWRouter
39122.0 MixnetSnWRouter
42487.0 MixnetSnWRouter
41043.0 MixnetSnWRouter
45167.0 MixnetSnWRouter
51667.0 MixnetSnWRouter
39467.0 MixnetSnWRouter
46625.0 MixnetSnWRouter
42452.0 MixnetSnWRouter
47674.0 MixnetSnWRouter
40857.0 MixnetSnWRouter
41670.0 MixnetSnWRouter
42699.0 MixnetSnWRouter
53901.0 MixnetSnWRouter
46503.0 MixnetSnWRouter
43213.0 MixnetSnWRouter
44091.0 MixnetSnWRouter
49658.0 MixnetSnWRouter
46587.0 MixnetSnWRouter
47523.0 MixnetSnWRouter
43255.0 MixnetSnWRouter
43814.0 MixnetSnWRouter
50311.0 MixnetSnWRouter
52911.0 MixnetSnWRouter
48911.0 MixnetSnWRouter
50812.0 MixnetSnWRouter
51530.0 MixnetSnWRouter
39468.0 MixnetSnWRouter
52689.0 MixnetSnWRouter
40519.0 MixnetSnWRouter
44020.0 MixnetSnWRouter
49781.0 MixnetSnWRouter
52614.0 MixnetSnWRouter
49927.0 MixnetSnWRouter
55028.0 MixnetSnWRouter
56881.0 MixnetSnWRouter
47984.0 MixnetSnWRouter
44329.0 MixnetSnWRouter
56330.0 MixnetSnWRouter
45770.0 MixnetSnWRouter
54142.0 MixnetSnWRouter
56443.0 MixnetSnWRouter
53875.0 MixnetSnWRouter
55075.0 MixnetSnWRouter
54375.0 MixnetSnWRouter
59541.0 MixnetSnWRouter
53844.0 MixnetSnWRouter
52251.0 MixnetSnWRouter
49430.0 MixnetSnWRouter
47453.0 MixnetSnWRouter
51493.0 MixnetSnWRouter
45510.0 MixnetSnWRouter
52424.0 MixnetSnWRouter
47307.0 MixnetSnWRouter
54922.0 MixnetSnWRouter
50870.0 MixnetSnWRouter
51866.0 MixnetSnWRouter
55567.0 MixnetSnWRouter
56268.0 MixnetSnWRouter
53276.0 MixnetSnWRouter
55076.0 MixnetSnWRouter
49176.0 MixnetSnWRouter
47102.0 MixnetSnWRouter
51073.0 MixnetSnWRouter
62550.0 MixnetSnWRouter
51383.0 MixnetSnWRouter
52383.0 MixnetSnWRouter
53206.0 MixnetSnWRouter
59666.0 MixnetSnWRouter
68834.0 MixnetSnWRouter
78861.0 MixnetSnWRouter
