Message stats for scenario MixnetSnWRouter
sim_time: 86000.0000
37167.0 MixnetSnWRouter
41967.0 MixnetSnWRouter
52856.0 MixnetSnWRouter
38619.0 MixnetSnWRouter
46075.0 MixnetSnWRouter
53698.0 MixnetSnWRouter
43459.0 MixnetSnWRouter
43001.0 MixnetSnWRouter
55613.0 MixnetSnWRouter
46762.0 MixnetSnWRouter
56064.0 MixnetSnWRouter
53272.0 MixnetSnWRouter
56419.0 MixnetSnWRouter
54523.0 MixnetSnWRouter
45653.0 MixnetSnWRouter
52038.0 MixnetSnWRouter
42480.0 MixnetSnWRouter
45771.0 MixnetSnWRouter
56670.0 MixnetSnWRouter
50743.0 MixnetSnWRouter
48491.0 MixnetSnWRouter
59344.0 MixnetSnWRouter
54380.0 MixnetSnWRouter
58630.0 MixnetSnWRouter
50363.0 MixnetSnWRouter
59767.0 MixnetSnWRouter
47228.0 MixnetSnWRouter
54431.0 MixnetSnWRouter
60763.0 MixnetSnWRouter
58236.0 MixnetSnWRouter
57720.0 MixnetSnWRouter
58859.0 MixnetSnWRouter
61307.0 MixnetSnWRouter
45550.0 MixnetSnWRouter
57540.0 MixnetSnWRouter
46976.0 MixnetSnWRouter
58415.0 MixnetSnWRouter
60080.0 MixnetSnWRouter
51216.0 MixnetSnWRouter
63908.0 MixnetSnWRouter
56781.0 MixnetSnWRouter
58150.0 MixnetSnWRouter
52058.0 MixnetSnWRouter
62610.0 MixnetSnWRouter
59494.0 MixnetSnWRouter
52505.0 MixnetSnWRouter
53307.0 MixnetSnWRouter
54315.0 MixnetSnWRouter
61219.0 MixnetSnWRouter
64129.0 MixnetSnWRouter
62303.0 MixnetSnWRouter
54825.0 MixnetSnWRouter
66528.0 MixnetSnWRouter
52536.0 MixnetSnWRouter
60539.0 MixnetSnWRouter
56525.0 MixnetSnWRouter
61425.0 MixnetSnWRouter
55407.0 MixnetSnWRouter
57526.0 MixnetSnWRouter
58026.0 MixnetSnWRouter
56377.0 MixnetSnWRouter
54334.0 MixnetSnWRouter
63939.0 MixnetSnWRouter
62766.0 MixnetSnWRouter
55490.0 MixnetSnWRouter
61966.0 MixnetSnWRouter
74389.0 MixnetSnWRouter
76864.0 MixnetSnWRouter
79394.0 MixnetSnWRouter
81569.0 MixnetSnWRouter
