Message stats for scenario Cisco
sim_time: 86000.0000
1154.0 Cisco
2434.0 Cisco
3316.0 Cisco
2541.0 Cisco
2748.0 Cisco
3571.0 Cisco
4042.0 Cisco
4273.0 Cisco
2426.0 Cisco
4187.0 Cisco
2197.0 Cisco
2305.0 Cisco
4987.0 Cisco
1175.0 Cisco
2866.0 Cisco
786.0 Cisco
5354.0 Cisco
4514.0 Cisco
6043.0 Cisco
6946.0 Cisco
2966.0 Cisco
5367.0 Cisco
4087.0 Cisco
5816.0 Cisco
3207.0 Cisco
1365.0 Cisco
3888.0 Cisco
1989.0 Cisco
3425.0 Cisco
1510.0 Cisco
2111.0 Cisco
2680.0 Cisco
6955.0 Cisco
3049.0 Cisco
8589.0 Cisco
2113.0 Cisco
10664.0 Cisco
3995.0 Cisco
1185.0 Cisco
3324.0 Cisco
2366.0 Cisco
9179.0 Cisco
6964.0 Cisco
5529.0 Cisco
5133.0 Cisco
4939.0 Cisco
9072.0 Cisco
7520.0 Cisco
10801.0 Cisco
8024.0 Cisco
2034.0 Cisco
6817.0 Cisco
3008.0 Cisco
3718.0 Cisco
10827.0 Cisco
7988.0 Cisco
2090.0 Cisco
9917.0 Cisco
9803.0 Cisco
1200.0 Cisco
2648.0 Cisco
11129.0 Cisco
4399.0 Cisco
2338.0 Cisco
3678.0 Cisco
2081.0 Cisco
2400.0 Cisco
5957.0 Cisco
2517.0 Cisco
11018.0 Cisco
1680.0 Cisco
2068.0 Cisco
4218.0 Cisco
10363.0 Cisco
8528.0 Cisco
7720.0 Cisco
5416.0 Cisco
3489.0 Cisco
6829.0 Cisco
1908.0 Cisco
2019.0 Cisco
7437.0 Cisco
5568.0 Cisco
9269.0 Cisco
5899.0 Cisco
1630.0 Cisco
11199.0 Cisco
4030.0 Cisco
1589.0 Cisco
11629.0 Cisco
8632.0 Cisco
10533.0 Cisco
9134.0 Cisco
7560.0 Cisco
5598.0 Cisco
11428.0 Cisco
2779.0 Cisco
5589.0 Cisco
8090.0 Cisco
3291.0 Cisco
5439.0 Cisco
9460.0 Cisco
2609.0 Cisco
2882.0 Cisco
2486.0 Cisco
3211.0 Cisco
3512.0 Cisco
17741.0 Cisco
8261.0 Cisco
7001.0 Cisco
12141.0 Cisco
1891.0 Cisco
5791.0 Cisco
2000.0 Cisco
2700.0 Cisco
4261.0 Cisco
2722.0 Cisco
2881.0 Cisco
3551.0 Cisco
5541.0 Cisco
5843.0 Cisco
8561.0 Cisco
3236.0 Cisco
3861.0 Cisco
4353.0 Cisco
7813.0 Cisco
5315.0 Cisco
5916.0 Cisco
21074.0 Cisco
23053.0 Cisco
6883.0 Cisco
9156.0 Cisco
9256.0 Cisco
12003.0 Cisco
18989.0 Cisco
14980.0 Cisco
11910.0 Cisco
21001.0 Cisco
16791.0 Cisco
18932.0 Cisco
28010.0 Cisco
27242.0 Cisco
32543.0 Cisco
32945.0 Cisco
27646.0 Cisco
29849.0 Cisco
36650.0 Cisco
39940.0 Cisco
35560.0 Cisco
29701.0 Cisco
35721.0 Cisco
33332.0 Cisco
34013.0 Cisco
43424.0 Cisco
39104.0 Cisco
39445.0 Cisco
