Message stats for scenario MixnetEpidemicRouter
sim_time: 86000.0000
53681.0 MixnetEpidemicRouter
54390.0 MixnetEpidemicRouter
42458.0 MixnetEpidemicRouter
53104.0 MixnetEpidemicRouter
56532.0 MixnetEpidemicRouter
54066.0 MixnetEpidemicRouter
48301.0 MixnetEpidemicRouter
47490.0 MixnetEpidemicRouter
53671.0 MixnetEpidemicRouter
44673.0 MixnetEpidemicRouter
51351.0 MixnetEpidemicRouter
49752.0 MixnetEpidemicRouter
60765.0 MixnetEpidemicRouter
51132.0 MixnetEpidemicRouter
55133.0 MixnetEpidemicRouter
62025.0 MixnetEpidemicRouter
46141.0 MixnetEpidemicRouter
49124.0 MixnetEpidemicRouter
65961.0 MixnetEpidemicRouter
58036.0 MixnetEpidemicRouter
54963.0 MixnetEpidemicRouter
54886.0 MixnetEpidemicRouter
52322.0 MixnetEpidemicRouter
59541.0 MixnetEpidemicRouter
57797.0 MixnetEpidemicRouter
53145.0 MixnetEpidemicRouter
62149.0 MixnetEpidemicRouter
66423.0 MixnetEpidemicRouter
59846.0 MixnetEpidemicRouter
66251.0 MixnetEpidemicRouter
62967.0 MixnetEpidemicRouter
61932.0 MixnetEpidemicRouter
70208.0 MixnetEpidemicRouter
73004.0 MixnetEpidemicRouter
