Message stats for scenario MixnetSnWRouter
sim_time: 86000.0000
42975.0 MixnetSnWRouter
53414.0 MixnetSnWRouter
45733.0 MixnetSnWRouter
47067.0 MixnetSnWRouter
40927.0 MixnetSnWRouter
47395.0 MixnetSnWRouter
44748.0 MixnetSnWRouter
38354.0 MixnetSnWRouter
52769.0 MixnetSnWRouter
39290.0 MixnetSnWRouter
41056.0 MixnetSnWRouter
38683.0 MixnetSnWRouter
42918.0 MixnetSnWRouter
39733.0 MixnetSnWRouter
44120.0 MixnetSnWRouter
41994.0 MixnetSnWRouter
45417.0 MixnetSnWRouter
45040.0 MixnetSnWRouter
44388.0 MixnetSnWRouter
38837.0 MixnetSnWRouter
45369.0 MixnetSnWRouter
55377.0 MixnetSnWRouter
44179.0 MixnetSnWRouter
50996.0 MixnetSnWRouter
47353.0 MixnetSnWRouter
50274.0 MixnetSnWRouter
42300.0 MixnetSnWRouter
51055.0 MixnetSnWRouter
40709.0 MixnetSnWRouter
52785.0 MixnetSnWRouter
45735.0 MixnetSnWRouter
44821.0 MixnetSnWRouter
56670.0 MixnetSnWRouter
54902.0 MixnetSnWRouter
54817.0 MixnetSnWRouter
44764.0 MixnetSnWRouter
51935.0 MixnetSnWRouter
47831.0 MixnetSnWRouter
45093.0 MixnetSnWRouter
56644.0 MixnetSnWRouter
51002.0 MixnetSnWRouter
57106.0 MixnetSnWRouter
52524.0 MixnetSnWRouter
50800.0 MixnetSnWRouter
44367.0 MixnetSnWRouter
52584.0 MixnetSnWRouter
49525.0 MixnetSnWRouter
60762.0 MixnetSnWRouter
55562.0 MixnetSnWRouter
48523.0 MixnetSnWRouter
60405.0 MixnetSnWRouter
58158.0 MixnetSnWRouter
57720.0 MixnetSnWRouter
60154.0 MixnetSnWRouter
55804.0 MixnetSnWRouter
60550.0 MixnetSnWRouter
49514.0 MixnetSnWRouter
53978.0 MixnetSnWRouter
61706.0 MixnetSnWRouter
56606.0 MixnetSnWRouter
46977.0 MixnetSnWRouter
56378.0 MixnetSnWRouter
54489.0 MixnetSnWRouter
55289.0 MixnetSnWRouter
50640.0 MixnetSnWRouter
63096.0 MixnetSnWRouter
59374.0 MixnetSnWRouter
65478.0 MixnetSnWRouter
62341.0 MixnetSnWRouter
51435.0 MixnetSnWRouter
54126.0 MixnetSnWRouter
65546.0 MixnetSnWRouter
67667.0 MixnetSnWRouter
60999.0 MixnetSnWRouter
53210.0 MixnetSnWRouter
66089.0 MixnetSnWRouter
52751.0 MixnetSnWRouter
65618.0 MixnetSnWRouter
54150.0 MixnetSnWRouter
61603.0 MixnetSnWRouter
61777.0 MixnetSnWRouter
63725.0 MixnetSnWRouter
65556.0 MixnetSnWRouter
66065.0 MixnetSnWRouter
68221.0 MixnetSnWRouter
66358.0 MixnetSnWRouter
52444.0 MixnetSnWRouter
60079.0 MixnetSnWRouter
56084.0 MixnetSnWRouter
64074.0 MixnetSnWRouter
63339.0 MixnetSnWRouter
58418.0 MixnetSnWRouter
67151.0 MixnetSnWRouter
61130.0 MixnetSnWRouter
69202.0 MixnetSnWRouter
67148.0 MixnetSnWRouter
81980.0 MixnetSnWRouter
78863.0 MixnetSnWRouter
