Message stats for scenario MixnetEpidemicRouter
sim_time: 140000.0000
10.0 MixnetEpidemicRouter
816.0 MixnetEpidemicRouter
1131.0 MixnetEpidemicRouter
956.0 MixnetEpidemicRouter
580.0 MixnetEpidemicRouter
2169.0 MixnetEpidemicRouter
3625.0 MixnetEpidemicRouter
5250.0 MixnetEpidemicRouter
5960.0 MixnetEpidemicRouter
6705.0 MixnetEpidemicRouter
4438.0 MixnetEpidemicRouter
9201.0 MixnetEpidemicRouter
10940.0 MixnetEpidemicRouter
8585.0 MixnetEpidemicRouter
13847.0 MixnetEpidemicRouter
1.0 MixnetEpidemicRouter
14182.0 MixnetEpidemicRouter
19120.0 MixnetEpidemicRouter
24059.0 MixnetEpidemicRouter
16381.0 MixnetEpidemicRouter
1904.0 MixnetEpidemicRouter
17428.0 MixnetEpidemicRouter
22603.0 MixnetEpidemicRouter
29030.0 MixnetEpidemicRouter
34774.0 MixnetEpidemicRouter
37025.0 MixnetEpidemicRouter
40250.0 MixnetEpidemicRouter
39352.0 MixnetEpidemicRouter
50121.0 MixnetEpidemicRouter
24874.0 MixnetEpidemicRouter
33301.0 MixnetEpidemicRouter
41334.0 MixnetEpidemicRouter
24145.0 MixnetEpidemicRouter
45104.0 MixnetEpidemicRouter
30010.0 MixnetEpidemicRouter
43028.0 MixnetEpidemicRouter
49929.0 MixnetEpidemicRouter
45454.0 MixnetEpidemicRouter
30255.0 MixnetEpidemicRouter
51556.0 MixnetEpidemicRouter
27677.0 MixnetEpidemicRouter
41784.0 MixnetEpidemicRouter
33286.0 MixnetEpidemicRouter
36827.0 MixnetEpidemicRouter
50229.0 MixnetEpidemicRouter
41163.0 MixnetEpidemicRouter
48264.0 MixnetEpidemicRouter
43779.0 MixnetEpidemicRouter
35996.0 MixnetEpidemicRouter
38303.0 MixnetEpidemicRouter
35705.0 MixnetEpidemicRouter
50932.0 MixnetEpidemicRouter
33232.0 MixnetEpidemicRouter
25060.0 MixnetEpidemicRouter
28098.0 MixnetEpidemicRouter
31713.0 MixnetEpidemicRouter
36024.0 MixnetEpidemicRouter
45887.0 MixnetEpidemicRouter
46012.0 MixnetEpidemicRouter
27218.0 MixnetEpidemicRouter
29118.0 MixnetEpidemicRouter
33924.0 MixnetEpidemicRouter
39731.0 MixnetEpidemicRouter
36340.0 MixnetEpidemicRouter
49744.0 MixnetEpidemicRouter
25173.0 MixnetEpidemicRouter
49978.0 MixnetEpidemicRouter
47587.0 MixnetEpidemicRouter
32616.0 MixnetEpidemicRouter
30543.0 MixnetEpidemicRouter
43055.0 MixnetEpidemicRouter
34778.0 MixnetEpidemicRouter
43405.0 MixnetEpidemicRouter
27733.0 MixnetEpidemicRouter
38237.0 MixnetEpidemicRouter
28643.0 MixnetEpidemicRouter
24854.0 MixnetEpidemicRouter
32354.0 MixnetEpidemicRouter
30568.0 MixnetEpidemicRouter
27586.0 MixnetEpidemicRouter
36697.0 MixnetEpidemicRouter
34702.0 MixnetEpidemicRouter
42818.0 MixnetEpidemicRouter
43125.0 MixnetEpidemicRouter
40767.0 MixnetEpidemicRouter
46767.0 MixnetEpidemicRouter
40574.0 MixnetEpidemicRouter
27285.0 MixnetEpidemicRouter
32086.0 MixnetEpidemicRouter
51689.0 MixnetEpidemicRouter
26593.0 MixnetEpidemicRouter
26497.0 MixnetEpidemicRouter
43098.0 MixnetEpidemicRouter
40499.0 MixnetEpidemicRouter
37302.0 MixnetEpidemicRouter
33512.0 MixnetEpidemicRouter
32717.0 MixnetEpidemicRouter
39717.0 MixnetEpidemicRouter
39322.0 MixnetEpidemicRouter
35949.0 MixnetEpidemicRouter
29761.0 MixnetEpidemicRouter
36463.0 MixnetEpidemicRouter
40785.0 MixnetEpidemicRouter
51891.0 MixnetEpidemicRouter
47243.0 MixnetEpidemicRouter
39355.0 MixnetEpidemicRouter
35623.0 MixnetEpidemicRouter
44863.0 MixnetEpidemicRouter
28635.0 MixnetEpidemicRouter
45197.0 MixnetEpidemicRouter
38400.0 MixnetEpidemicRouter
31956.0 MixnetEpidemicRouter
44810.0 MixnetEpidemicRouter
36124.0 MixnetEpidemicRouter
44928.0 MixnetEpidemicRouter
34532.0 MixnetEpidemicRouter
50833.0 MixnetEpidemicRouter
53040.0 MixnetEpidemicRouter
27949.0 MixnetEpidemicRouter
39949.0 MixnetEpidemicRouter
27659.0 MixnetEpidemicRouter
45569.0 MixnetEpidemicRouter
