Message stats for scenario MixnetEpidemicRouter
sim_time: 140000.0000
52118.0 MixnetEpidemicRouter
28235.0 MixnetEpidemicRouter
42297.0 MixnetEpidemicRouter
32580.0 MixnetEpidemicRouter
45897.0 MixnetEpidemicRouter
35829.0 MixnetEpidemicRouter
36249.0 MixnetEpidemicRouter
50802.0 MixnetEpidemicRouter
53453.0 MixnetEpidemicRouter
42354.0 MixnetEpidemicRouter
31387.0 MixnetEpidemicRouter
54624.0 MixnetEpidemicRouter
39048.0 MixnetEpidemicRouter
29917.0 MixnetEpidemicRouter
43625.0 MixnetEpidemicRouter
49222.0 MixnetEpidemicRouter
52992.0 MixnetEpidemicRouter
39157.0 MixnetEpidemicRouter
56542.0 MixnetEpidemicRouter
56819.0 MixnetEpidemicRouter
54764.0 MixnetEpidemicRouter
45670.0 MixnetEpidemicRouter
35117.0 MixnetEpidemicRouter
52281.0 MixnetEpidemicRouter
48003.0 MixnetEpidemicRouter
42368.0 MixnetEpidemicRouter
57343.0 MixnetEpidemicRouter
57490.0 MixnetEpidemicRouter
56444.0 MixnetEpidemicRouter
51270.0 MixnetEpidemicRouter
44382.0 MixnetEpidemicRouter
59348.0 MixnetEpidemicRouter
54537.0 MixnetEpidemicRouter
41102.0 MixnetEpidemicRouter
47272.0 MixnetEpidemicRouter
40635.0 MixnetEpidemicRouter
37952.0 MixnetEpidemicRouter
58063.0 MixnetEpidemicRouter
47558.0 MixnetEpidemicRouter
51002.0 MixnetEpidemicRouter
57725.0 MixnetEpidemicRouter
50686.0 MixnetEpidemicRouter
42550.0 MixnetEpidemicRouter
43742.0 MixnetEpidemicRouter
55608.0 MixnetEpidemicRouter
56313.0 MixnetEpidemicRouter
41910.0 MixnetEpidemicRouter
61644.0 MixnetEpidemicRouter
49484.0 MixnetEpidemicRouter
47323.0 MixnetEpidemicRouter
54774.0 MixnetEpidemicRouter
62532.0 MixnetEpidemicRouter
58806.0 MixnetEpidemicRouter
35752.0 MixnetEpidemicRouter
59527.0 MixnetEpidemicRouter
37899.0 MixnetEpidemicRouter
54125.0 MixnetEpidemicRouter
47738.0 MixnetEpidemicRouter
55343.0 MixnetEpidemicRouter
55322.0 MixnetEpidemicRouter
45220.0 MixnetEpidemicRouter
61280.0 MixnetEpidemicRouter
46003.0 MixnetEpidemicRouter
63505.0 MixnetEpidemicRouter
62705.0 MixnetEpidemicRouter
42021.0 MixnetEpidemicRouter
47244.0 MixnetEpidemicRouter
43201.0 MixnetEpidemicRouter
50350.0 MixnetEpidemicRouter
51826.0 MixnetEpidemicRouter
49809.0 MixnetEpidemicRouter
65421.0 MixnetEpidemicRouter
44817.0 MixnetEpidemicRouter
62757.0 MixnetEpidemicRouter
54308.0 MixnetEpidemicRouter
43010.0 MixnetEpidemicRouter
56512.0 MixnetEpidemicRouter
51280.0 MixnetEpidemicRouter
49195.0 MixnetEpidemicRouter
41435.0 MixnetEpidemicRouter
53849.0 MixnetEpidemicRouter
53052.0 MixnetEpidemicRouter
41899.0 MixnetEpidemicRouter
61700.0 MixnetEpidemicRouter
66648.0 MixnetEpidemicRouter
58750.0 MixnetEpidemicRouter
59151.0 MixnetEpidemicRouter
52484.0 MixnetEpidemicRouter
48022.0 MixnetEpidemicRouter
57636.0 MixnetEpidemicRouter
53148.0 MixnetEpidemicRouter
55175.0 MixnetEpidemicRouter
55080.0 MixnetEpidemicRouter
56525.0 MixnetEpidemicRouter
60659.0 MixnetEpidemicRouter
50484.0 MixnetEpidemicRouter
43981.0 MixnetEpidemicRouter
61539.0 MixnetEpidemicRouter
59798.0 MixnetEpidemicRouter
56276.0 MixnetEpidemicRouter
49754.0 MixnetEpidemicRouter
52002.0 MixnetEpidemicRouter
63450.0 MixnetEpidemicRouter
57991.0 MixnetEpidemicRouter
81805.0 MixnetEpidemicRouter
95907.0 MixnetEpidemicRouter
105429.0 MixnetEpidemicRouter
105810.0 MixnetEpidemicRouter
134854.0 MixnetEpidemicRouter
128585.0 MixnetEpidemicRouter
119755.0 MixnetEpidemicRouter
130963.0 MixnetEpidemicRouter
128041.0 MixnetEpidemicRouter
136925.0 MixnetEpidemicRouter
138989.0 MixnetEpidemicRouter
