Message stats for scenario MixnetSnWRouter
sim_time: 140000.0000
53629.0 MixnetSnWRouter
54375.0 MixnetSnWRouter
44040.0 MixnetSnWRouter
35491.0 MixnetSnWRouter
45324.0 MixnetSnWRouter
47978.0 MixnetSnWRouter
37206.0 MixnetSnWRouter
29375.0 MixnetSnWRouter
44162.0 MixnetSnWRouter
56783.0 MixnetSnWRouter
51994.0 MixnetSnWRouter
59162.0 MixnetSnWRouter
38446.0 MixnetSnWRouter
57815.0 MixnetSnWRouter
49515.0 MixnetSnWRouter
35742.0 MixnetSnWRouter
39315.0 MixnetSnWRouter
45367.0 MixnetSnWRouter
55808.0 MixnetSnWRouter
48635.0 MixnetSnWRouter
50885.0 MixnetSnWRouter
41314.0 MixnetSnWRouter
51321.0 MixnetSnWRouter
64624.0 MixnetSnWRouter
40309.0 MixnetSnWRouter
40999.0 MixnetSnWRouter
62674.0 MixnetSnWRouter
47429.0 MixnetSnWRouter
54179.0 MixnetSnWRouter
57644.0 MixnetSnWRouter
68436.0 MixnetSnWRouter
58250.0 MixnetSnWRouter
51600.0 MixnetSnWRouter
62257.0 MixnetSnWRouter
53175.0 MixnetSnWRouter
65598.0 MixnetSnWRouter
49611.0 MixnetSnWRouter
43189.0 MixnetSnWRouter
52164.0 MixnetSnWRouter
48113.0 MixnetSnWRouter
49854.0 MixnetSnWRouter
60478.0 MixnetSnWRouter
43979.0 MixnetSnWRouter
49288.0 MixnetSnWRouter
42137.0 MixnetSnWRouter
61655.0 MixnetSnWRouter
57576.0 MixnetSnWRouter
64010.0 MixnetSnWRouter
63809.0 MixnetSnWRouter
48296.0 MixnetSnWRouter
68870.0 MixnetSnWRouter
53998.0 MixnetSnWRouter
52009.0 MixnetSnWRouter
55040.0 MixnetSnWRouter
51773.0 MixnetSnWRouter
80416.0 MixnetSnWRouter
57033.0 MixnetSnWRouter
74270.0 MixnetSnWRouter
84782.0 MixnetSnWRouter
69819.0 MixnetSnWRouter
78658.0 MixnetSnWRouter
70358.0 MixnetSnWRouter
118469.0 MixnetSnWRouter
124041.0 MixnetSnWRouter
123610.0 MixnetSnWRouter
120054.0 MixnetSnWRouter
128861.0 MixnetSnWRouter
120920.0 MixnetSnWRouter
132851.0 MixnetSnWRouter
113955.0 MixnetSnWRouter
