Message stats for scenario MixnetEpidemicRouter
sim_time: 86000.0000
45837.0 MixnetEpidemicRouter
50550.0 MixnetEpidemicRouter
47151.0 MixnetEpidemicRouter
53605.0 MixnetEpidemicRouter
38940.0 MixnetEpidemicRouter
43277.0 MixnetEpidemicRouter
45000.0 MixnetEpidemicRouter
43863.0 MixnetEpidemicRouter
40908.0 MixnetEpidemicRouter
44710.0 MixnetEpidemicRouter
48029.0 MixnetEpidemicRouter
43879.0 MixnetEpidemicRouter
41813.0 MixnetEpidemicRouter
39428.0 MixnetEpidemicRouter
47128.0 MixnetEpidemicRouter
38756.0 MixnetEpidemicRouter
43716.0 MixnetEpidemicRouter
53475.0 MixnetEpidemicRouter
39094.0 MixnetEpidemicRouter
48395.0 MixnetEpidemicRouter
43442.0 MixnetEpidemicRouter
42225.0 MixnetEpidemicRouter
45339.0 MixnetEpidemicRouter
55122.0 MixnetEpidemicRouter
47842.0 MixnetEpidemicRouter
39201.0 MixnetEpidemicRouter
50701.0 MixnetEpidemicRouter
49426.0 MixnetEpidemicRouter
54439.0 MixnetEpidemicRouter
41444.0 MixnetEpidemicRouter
55059.0 MixnetEpidemicRouter
44259.0 MixnetEpidemicRouter
44616.0 MixnetEpidemicRouter
54082.0 MixnetEpidemicRouter
40177.0 MixnetEpidemicRouter
47999.0 MixnetEpidemicRouter
51248.0 MixnetEpidemicRouter
49784.0 MixnetEpidemicRouter
48005.0 MixnetEpidemicRouter
53999.0 MixnetEpidemicRouter
53014.0 MixnetEpidemicRouter
55753.0 MixnetEpidemicRouter
56673.0 MixnetEpidemicRouter
53875.0 MixnetEpidemicRouter
48376.0 MixnetEpidemicRouter
56527.0 MixnetEpidemicRouter
46856.0 MixnetEpidemicRouter
59631.0 MixnetEpidemicRouter
46184.0 MixnetEpidemicRouter
60762.0 MixnetEpidemicRouter
53607.0 MixnetEpidemicRouter
59707.0 MixnetEpidemicRouter
60763.0 MixnetEpidemicRouter
58663.0 MixnetEpidemicRouter
57718.0 MixnetEpidemicRouter
46883.0 MixnetEpidemicRouter
58426.0 MixnetEpidemicRouter
57772.0 MixnetEpidemicRouter
56359.0 MixnetEpidemicRouter
45368.0 MixnetEpidemicRouter
53089.0 MixnetEpidemicRouter
55804.0 MixnetEpidemicRouter
50119.0 MixnetEpidemicRouter
49173.0 MixnetEpidemicRouter
61470.0 MixnetEpidemicRouter
55198.0 MixnetEpidemicRouter
54351.0 MixnetEpidemicRouter
55597.0 MixnetEpidemicRouter
56308.0 MixnetEpidemicRouter
47107.0 MixnetEpidemicRouter
49404.0 MixnetEpidemicRouter
63026.0 MixnetEpidemicRouter
55132.0 MixnetEpidemicRouter
47743.0 MixnetEpidemicRouter
54429.0 MixnetEpidemicRouter
65201.0 MixnetEpidemicRouter
51192.0 MixnetEpidemicRouter
67618.0 MixnetEpidemicRouter
56764.0 MixnetEpidemicRouter
65287.0 MixnetEpidemicRouter
62594.0 MixnetEpidemicRouter
62419.0 MixnetEpidemicRouter
61624.0 MixnetEpidemicRouter
51512.0 MixnetEpidemicRouter
59256.0 MixnetEpidemicRouter
53363.0 MixnetEpidemicRouter
53107.0 MixnetEpidemicRouter
54842.0 MixnetEpidemicRouter
59552.0 MixnetEpidemicRouter
65979.0 MixnetEpidemicRouter
58310.0 MixnetEpidemicRouter
65688.0 MixnetEpidemicRouter
54519.0 MixnetEpidemicRouter
55635.0 MixnetEpidemicRouter
55921.0 MixnetEpidemicRouter
62278.0 MixnetEpidemicRouter
58011.0 MixnetEpidemicRouter
68880.0 MixnetEpidemicRouter
79532.0 MixnetEpidemicRouter
82298.0 MixnetEpidemicRouter
