Message stats for scenario MixnetEpidemicRouter
sim_time: 86000.0000
47287.0 MixnetEpidemicRouter
51572.0 MixnetEpidemicRouter
36635.0 MixnetEpidemicRouter
50975.0 MixnetEpidemicRouter
48484.0 MixnetEpidemicRouter
39785.0 MixnetEpidemicRouter
49516.0 MixnetEpidemicRouter
47149.0 MixnetEpidemicRouter
53607.0 MixnetEpidemicRouter
46192.0 MixnetEpidemicRouter
50516.0 MixnetEpidemicRouter
45347.0 MixnetEpidemicRouter
52888.0 MixnetEpidemicRouter
53835.0 MixnetEpidemicRouter
40708.0 MixnetEpidemicRouter
38310.0 MixnetEpidemicRouter
51344.0 MixnetEpidemicRouter
44978.0 MixnetEpidemicRouter
50783.0 MixnetEpidemicRouter
38683.0 MixnetEpidemicRouter
39307.0 MixnetEpidemicRouter
51051.0 MixnetEpidemicRouter
42983.0 MixnetEpidemicRouter
46316.0 MixnetEpidemicRouter
50091.0 MixnetEpidemicRouter
47460.0 MixnetEpidemicRouter
44267.0 MixnetEpidemicRouter
40461.0 MixnetEpidemicRouter
43302.0 MixnetEpidemicRouter
47289.0 MixnetEpidemicRouter
46904.0 MixnetEpidemicRouter
41016.0 MixnetEpidemicRouter
39055.0 MixnetEpidemicRouter
51266.0 MixnetEpidemicRouter
55102.0 MixnetEpidemicRouter
45875.0 MixnetEpidemicRouter
54086.0 MixnetEpidemicRouter
48800.0 MixnetEpidemicRouter
53612.0 MixnetEpidemicRouter
43045.0 MixnetEpidemicRouter
52877.0 MixnetEpidemicRouter
47852.0 MixnetEpidemicRouter
54250.0 MixnetEpidemicRouter
49456.0 MixnetEpidemicRouter
53472.0 MixnetEpidemicRouter
54975.0 MixnetEpidemicRouter
44417.0 MixnetEpidemicRouter
50876.0 MixnetEpidemicRouter
57632.0 MixnetEpidemicRouter
44484.0 MixnetEpidemicRouter
45502.0 MixnetEpidemicRouter
59349.0 MixnetEpidemicRouter
52251.0 MixnetEpidemicRouter
56761.0 MixnetEpidemicRouter
50269.0 MixnetEpidemicRouter
48428.0 MixnetEpidemicRouter
60552.0 MixnetEpidemicRouter
47363.0 MixnetEpidemicRouter
51323.0 MixnetEpidemicRouter
57017.0 MixnetEpidemicRouter
47221.0 MixnetEpidemicRouter
55224.0 MixnetEpidemicRouter
45290.0 MixnetEpidemicRouter
60673.0 MixnetEpidemicRouter
61136.0 MixnetEpidemicRouter
47541.0 MixnetEpidemicRouter
46066.0 MixnetEpidemicRouter
51106.0 MixnetEpidemicRouter
55589.0 MixnetEpidemicRouter
53205.0 MixnetEpidemicRouter
52007.0 MixnetEpidemicRouter
50226.0 MixnetEpidemicRouter
49231.0 MixnetEpidemicRouter
47061.0 MixnetEpidemicRouter
57367.0 MixnetEpidemicRouter
47214.0 MixnetEpidemicRouter
57923.0 MixnetEpidemicRouter
63200.0 MixnetEpidemicRouter
51071.0 MixnetEpidemicRouter
54611.0 MixnetEpidemicRouter
51393.0 MixnetEpidemicRouter
62903.0 MixnetEpidemicRouter
47125.0 MixnetEpidemicRouter
50169.0 MixnetEpidemicRouter
59095.0 MixnetEpidemicRouter
53331.0 MixnetEpidemicRouter
51575.0 MixnetEpidemicRouter
62680.0 MixnetEpidemicRouter
62929.0 MixnetEpidemicRouter
57362.0 MixnetEpidemicRouter
55478.0 MixnetEpidemicRouter
62588.0 MixnetEpidemicRouter
56702.0 MixnetEpidemicRouter
58307.0 MixnetEpidemicRouter
56097.0 MixnetEpidemicRouter
53325.0 MixnetEpidemicRouter
56765.0 MixnetEpidemicRouter
54639.0 MixnetEpidemicRouter
68878.0 MixnetEpidemicRouter
79550.0 MixnetEpidemicRouter
82320.0 MixnetEpidemicRouter
